创建为新数据集,样品 1682 用户 Administrator 日期 星期二, 三月 14 2017
cm-1,%T
10000.00,0.81
9998.00,0.81
9996.00,0.81
9994.00,0.81
9992.00,0.80
9990.00,0.80
9988.00,0.80
9986.00,0.80
9984.00,0.80
9982.00,0.80
9980.00,0.80
9978.00,0.81
9976.00,0.81
9974.00,0.81
9972.00,0.81
9970.00,0.81
9968.00,0.81
9966.00,0.81
9964.00,0.81
9962.00,0.81
9960.00,0.81
9958.00,0.81
9956.00,0.81
9954.00,0.81
9952.00,0.81
9950.00,0.81
9948.00,0.81
9946.00,0.81
9944.00,0.81
9942.00,0.80
9940.00,0.80
9938.00,0.80
9936.00,0.79
9934.00,0.79
9932.00,0.79
9930.00,0.79
9928.00,0.78
9926.00,0.78
9924.00,0.78
9922.00,0.79
9920.00,0.79
9918.00,0.80
9916.00,0.80
9914.00,0.81
9912.00,0.81
9910.00,0.81
9908.00,0.82
9906.00,0.82
9904.00,0.82
9902.00,0.82
9900.00,0.81
9898.00,0.81
9896.00,0.81
9894.00,0.80
9892.00,0.79
9890.00,0.79
9888.00,0.78
9886.00,0.77
9884.00,0.77
9882.00,0.77
9880.00,0.77
9878.00,0.77
9876.00,0.78
9874.00,0.78
9872.00,0.79
9870.00,0.80
9868.00,0.81
9866.00,0.81
9864.00,0.81
9862.00,0.82
9860.00,0.81
9858.00,0.81
9856.00,0.81
9854.00,0.80
9852.00,0.80
9850.00,0.79
9848.00,0.79
9846.00,0.79
9844.00,0.78
9842.00,0.78
9840.00,0.78
9838.00,0.78
9836.00,0.78
9834.00,0.79
9832.00,0.79
9830.00,0.80
9828.00,0.80
9826.00,0.81
9824.00,0.81
9822.00,0.81
9820.00,0.81
9818.00,0.81
9816.00,0.81
9814.00,0.81
9812.00,0.81
9810.00,0.81
9808.00,0.81
9806.00,0.81
9804.00,0.81
9802.00,0.81
9800.00,0.81
9798.00,0.81
9796.00,0.80
9794.00,0.80
9792.00,0.80
9790.00,0.80
9788.00,0.79
9786.00,0.79
9784.00,0.79
9782.00,0.79
9780.00,0.79
9778.00,0.79
9776.00,0.79
9774.00,0.79
9772.00,0.78
9770.00,0.78
9768.00,0.78
9766.00,0.77
9764.00,0.77
9762.00,0.77
9760.00,0.77
9758.00,0.77
9756.00,0.78
9754.00,0.78
9752.00,0.78
9750.00,0.79
9748.00,0.79
9746.00,0.78
9744.00,0.78
9742.00,0.78
9740.00,0.78
9738.00,0.78
9736.00,0.78
9734.00,0.78
9732.00,0.78
9730.00,0.78
9728.00,0.78
9726.00,0.78
9724.00,0.78
9722.00,0.78
9720.00,0.78
9718.00,0.78
9716.00,0.78
9714.00,0.78
9712.00,0.78
9710.00,0.78
9708.00,0.78
9706.00,0.79
9704.00,0.79
9702.00,0.79
9700.00,0.79
9698.00,0.80
9696.00,0.80
9694.00,0.80
9692.00,0.81
9690.00,0.80
9688.00,0.80
9686.00,0.80
9684.00,0.80
9682.00,0.79
9680.00,0.79
9678.00,0.78
9676.00,0.78
9674.00,0.78
9672.00,0.77
9670.00,0.77
9668.00,0.78
9666.00,0.78
9664.00,0.78
9662.00,0.79
9660.00,0.79
9658.00,0.79
9656.00,0.79
9654.00,0.78
9652.00,0.78
9650.00,0.78
9648.00,0.77
9646.00,0.77
9644.00,0.77
9642.00,0.77
9640.00,0.78
9638.00,0.78
9636.00,0.79
9634.00,0.79
9632.00,0.79
9630.00,0.79
9628.00,0.79
9626.00,0.79
9624.00,0.79
9622.00,0.79
9620.00,0.79
9618.00,0.79
9616.00,0.79
9614.00,0.79
9612.00,0.79
9610.00,0.79
9608.00,0.79
9606.00,0.79
9604.00,0.80
9602.00,0.80
9600.00,0.80
9598.00,0.80
9596.00,0.80
9594.00,0.80
9592.00,0.79
9590.00,0.79
9588.00,0.79
9586.00,0.78
9584.00,0.78
9582.00,0.78
9580.00,0.78
9578.00,0.78
9576.00,0.78
9574.00,0.79
9572.00,0.79
9570.00,0.79
9568.00,0.79
9566.00,0.79
9564.00,0.79
9562.00,0.80
9560.00,0.80
9558.00,0.80
9556.00,0.81
9554.00,0.81
9552.00,0.81
9550.00,0.82
9548.00,0.82
9546.00,0.82
9544.00,0.82
9542.00,0.81
9540.00,0.81
9538.00,0.80
9536.00,0.80
9534.00,0.79
9532.00,0.79
9530.00,0.78
9528.00,0.78
9526.00,0.78
9524.00,0.78
9522.00,0.78
9520.00,0.78
9518.00,0.79
9516.00,0.79
9514.00,0.79
9512.00,0.79
9510.00,0.79
9508.00,0.79
9506.00,0.79
9504.00,0.79
9502.00,0.79
9500.00,0.79
9498.00,0.79
9496.00,0.78
9494.00,0.78
9492.00,0.78
9490.00,0.78
9488.00,0.78
9486.00,0.78
9484.00,0.79
9482.00,0.79
9480.00,0.80
9478.00,0.80
9476.00,0.81
9474.00,0.81
9472.00,0.80
9470.00,0.80
9468.00,0.80
9466.00,0.79
9464.00,0.79
9462.00,0.79
9460.00,0.79
9458.00,0.79
9456.00,0.79
9454.00,0.79
9452.00,0.79
9450.00,0.79
9448.00,0.79
9446.00,0.78
9444.00,0.78
9442.00,0.77
9440.00,0.77
9438.00,0.77
9436.00,0.77
9434.00,0.77
9432.00,0.77
9430.00,0.77
9428.00,0.77
9426.00,0.77
9424.00,0.77
9422.00,0.77
9420.00,0.77
9418.00,0.78
9416.00,0.78
9414.00,0.78
9412.00,0.79
9410.00,0.79
9408.00,0.79
9406.00,0.80
9404.00,0.80
9402.00,0.80
9400.00,0.80
9398.00,0.80
9396.00,0.80
9394.00,0.80
9392.00,0.80
9390.00,0.80
9388.00,0.80
9386.00,0.80
9384.00,0.80
9382.00,0.80
9380.00,0.80
9378.00,0.80
9376.00,0.80
9374.00,0.80
9372.00,0.80
9370.00,0.80
9368.00,0.80
9366.00,0.80
9364.00,0.80
9362.00,0.80
9360.00,0.79
9358.00,0.79
9356.00,0.79
9354.00,0.78
9352.00,0.78
9350.00,0.78
9348.00,0.78
9346.00,0.78
9344.00,0.78
9342.00,0.78
9340.00,0.78
9338.00,0.78
9336.00,0.79
9334.00,0.79
9332.00,0.79
9330.00,0.79
9328.00,0.79
9326.00,0.79
9324.00,0.79
